id,mes,data_registro,placa,item,fonte,tipo_manutencao,status,ordem_servico,conclusao,data_servico
125,JULHO,2025-07-29,GAT4I12,DIFICULDADE DE DA PARTIDA PELA MANHA,CHECKLIST,CORRETIVA,PENDENTE,,,
126,JULHO,2025-07-29,GAP2B64,RODA PRIMEIRO TANQUE SEM O ESPELHO DE RODA,CHECKLIST,CORRETIVA,CONCLUÍDO,,,
127,JULHO,2025-07-29,QGV8J92,PNEUS CAVALO E CARRETA ATUALIZADOS,OUTRO,,CONCLUÍDO,,ATUALIZADO,2025-07-29
128,JULHO,2025-07-30,RGF6G22,VERIFICAR BATERIAS,CHECKLIST,CORRETIVA,CONCLUÍDO,,,2025-08-25
129,JULHO,2025-07-30,QGQ9F26,RESERVATÓRIO DO LIMPADOR QUE QUEBROU,CHECKLIST,CORRETIVA,CONCLUÍDO,0040005627,TROCA DO RESEVATORIO,2025-08-09
130,AGOSTO,2025-08-04,QGZ7E38,PROBLEMA NO AR CONDICIONADO,CHECKLIST,CORRETIVA,CONCLUÍDO,,FINALIZADO,
131,AGOSTO,2025-08-04,GAT9I43,DRENO DO PORTA MANGOTE QUEBRADO,CHECKLIST,CORRETIVA,PENDENTE,,,
132,AGOSTO,2025-08-04,GAT5H91,LUBRIFICAÇÃO GERAL,CHECKLIST,CORRETIVA,PENDENTE,,,
133,AGOSTO,2025-08-04,RGH2G88,3L AJUSTE DE FOLGA,CHECKLIST,CORRETIVA,PENDENTE,,,
134,AGOSTO,2025-08-04,QGQ9F26,PNEU DO EIXO DE TRÁS DA CARRETA DANIFICADO,CHECKLIST,CORRETIVA,PENDENTE,,,
135,AGOSTO,2025-08-04,QGR9H78,PARALAMA SOLTO,CHECKLIST,CORRETIVA,CONCLUÍDO,,,
136,AGOSTO,2025-08-04,GAT5C86,LUZ DE NEBLINA NO TANQUE ESTÁ APAGANDO,CHECKLIST,CORRETIVA,PENDENTE,,,
137,AGOSTO,2025-08-04,GAT9I62,LAVAGEM GERAL,CHECKLIST,CORRETIVA,PENDENTE,,,
138,AGOSTO,2025-08-04,QGV7B82,CT PRECISANDO LAVAR,CHECKLIST,CORRETIVA,PENDENTE,,,
139,AGOSTO,2025-08-11,GAT4H53,LIBRIFICAR E CALIBRAGEM,CHECKLIST,CORRETIVA,PENDENTE,,,
140,AGOSTO,2025-08-11,GAT6I73,SEGUNDO TANQUE DANDO PASSAGEM NA VALVULA DE FUNDO,CHECKLIST,CORRETIVA,CONCLUÍDO,,,2025-08-11
141,AGOSTO,2025-08-11,GAT5D32,PLACA DA CARRETA GAT5C91 QUEBRADA,CHECKLIST,CORRETIVA,PENDENTE,,,
142,AGOSTO,2025-08-11,GAT5D32,ABS SEM FUNCIONAR,CHECKLIST,CORRETIVA,PENDENTE,,,
143,AGOSTO,2025-08-20,GAT5D32,VERIFICAR PNEU DA TRACAO,CHECKLIST,CORRETIVA,PENDENTE,,,
144,AGOSTO,2025-08-11,GAT9I62,VERIFICAR PNEUS DA CARRETA,CHECKLIST,CORRETIVA,PENDENTE,,,
145,AGOSTO,2025-08-11,GAT5I92,PNEUS CONJUNTO ATUALIZADOS GAT5C71/GAT5D71,OUTRO,,CONCLUÍDO,,CONJUNTO,2025-08-12
146,AGOSTO,2025-08-04,QGZ7E38,MANGOTE DA BOMBA QUEBRADO,CHECKLIST,CORRETIVA,CONCLUÍDO,,FINALIZADO,
147,AGOSTO,2025-08-11,GAT5D42,VERIFICAR FOLGA NA 5° RODA,CHECKLIST,CORRETIVA,PENDENTE,,,
148,AGOSTO,2025-08-11,GAT5D42,VERIFICAR BARULHO NO MOTOR,CHECKLIST,CORRETIVA,CONCLUÍDO,,,
149,AGOSTO,2025-08-11,GAT5D42,VAZAMENTO NAS CARRETAS,CHECKLIST,CORRETIVA,PENDENTE,,,
150,AGOSTO,2025-08-11,GAT5D42,MANUTENÇÃO NO INTERCLIMA,CHECKLIST,CORRETIVA,PENDENTE,,,
151,AGOSTO,2025-08-11,GAT5D42,LAVAGEM DO CT,CHECKLIST,CORRETIVA,PENDENTE,,,
152,JULHO,2025-07-22,QGW7F14,TABLET TRAVANDO MUITO. DIFICULDADE PARA ENVIAR MACRO,CHECKLIST,CORRETIVA,PENDENTE,,,
153,AGOSTO,2025-08-12,GAT7G11,INGUINCHO SEM FUNCIONAR,CHECKLIST,CORRETIVA,PENDENTE,,,
154,AGOSTO,2025-08-12,GAT5C86,DIREÇÃO COM FOLGA,CHECKLIST,CORRETIVA,PENDENTE,,,
155,AGOSTO,2025-08-12,QGR9H78,BOLSA DE COM VAZAMENTO,CHECKLIST,CORRETIVA,CONCLUÍDO,0040005651,,2025-08-14
156,AGOSTO,2025-08-12,QGR9H78,TRAVA DA BOMBA,CHECKLIST,CORRETIVA,PENDENTE,,,
157,AGOSTO,2025-08-11,GAT3J67,CATRACA DO LADO ESQUERDO DO PRIMEIRO EIXO DA CARRETA,CHECKLIST,CORRETIVA,PENDENTE,,,
158,AGOSTO,2025-08-18,GAP2B64,AFERIÇÃO VENCIDA ,CHECKLIST,CORRETIVA,PENDENTE,,,
159,AGOSTO,2025-08-18,GAP2B64,VERIFICAR PNEUS,CHECKLIST,CORRETIVA,EM ANDAMENTO,0040005699,,
160,AGOSTO,2025-08-18,GAT9I43,ADAPTADOR DO BOTTOM COM VISOR,CHECKLIST,CORRETIVA,PENDENTE,,,
161,JULHO,2025-07-28,QGW7E94,LANTERNA DA PRIMEIRA CARRETA L-D COM DEFEITO,CHECKLIST,CORRETIVA,CONCLUÍDO,,FINALIZADO,
162,JULHO,2025-07-28,QGW7E94,REPOR PNEU DE STEP ,CHECKLIST,CORRETIVA,CONCLUÍDO,0040005671,FINALIZADO,
163,JULHO,2025-07-28,QGW7E94,AET CEARÁ ,CHECKLIST,CORRETIVA,CONCLUÍDO,,FINALIZADO,
164,AGOSTO,2025-08-18,GAT5D14,LAVAR CT SUJO,CHECKLIST,CORRETIVA,PENDENTE,,,
165,AGOSTO,2025-08-18,RGH2G88,PARACHOQUE DIANTEIRO DANIFICADO,CHECKLIST,CORRETIVA,PENDENTE,,,
166,AGOSTO,2025-08-18,RGH2G88,PARTE DA PORTA SUPERIOR AMASSADA,CHECKLIST,CORRETIVA,PENDENTE,,,
167,AGOSTO,2025-08-20,GAT5D32,ANTI CICLISTA SOLTO,CHECKLIST,CORRETIVA,PENDENTE,,,
168,AGOSTO,2025-08-12,QGR9H78,RETROVISOR QUEBRADO,CHECKLIST,CORRETIVA,CONCLUÍDO,0040005677,,2025-08-20
169,JULHO,2025-07-21,GAP1D62,FAZER RODÍZIO DOS PNEUS,CHECKLIST,CORRETIVA,CONCLUÍDO,0040005679,RODIZIO REALIZADO,2025-08-21
170,AGOSTO,2025-08-25,GAP2B81,FOLGA NA QUINTA RODA,CHECKLIST,CORRETIVA,PENDENTE,,,
171,AGOSTO,2025-08-25,QGQ9F36,PLACA DETRAN COM TRINCO E POUCA VISIBILIDADE CARRETA(DUPLICADO),CHECKLIST,CORRETIVA,CONCLUÍDO,0040005809,TROCA,2025-09-20
172,AGOSTO,2025-08-25,QGQ9F36,PNEU COM DESGATE LATERAL,CHECKLIST,CORRETIVA,PENDENTE,,,
173,AGOSTO,2025-08-25,QGQ9F36,EIXO DO MEIO DIRETO CARRETA,CHECKLIST,CORRETIVA,PENDENTE,,,
174,AGOSTO,2025-08-25,QGQ9F36,BOMBA RESPINGANDO PRODUTO EM OPERACAO,CHECKLIST,CORRETIVA,PENDENTE,,,
175,AGOSTO,2025-08-25,QGW7F14,PARABRISA COM 2 PONTOS DE TRINCAS,CHECKLIST,CORRETIVA,PENDENTE,,,
176,AGOSTO,2025-08-25,QGW7F14,ESCADA E PLATAFORMA DA SEGUNDA CARRETA PRECISANDO DE REPAROS,CHECKLIST,CORRETIVA,PENDENTE,,,
177,AGOSTO,2025-08-25,QGW7E94,PONTOS DE FERRUGEM NOS COMPARTIMENTOS DE CARGA,CHECKLIST,CORRETIVA,PENDENTE,,,
178,AGOSTO,2025-08-25,QGW7E84,TAMPA DO ARLA SEM TRAVAR,CHECKLIST,CORRETIVA,PENDENTE,,,
179,AGOSTO,2025-08-25,QGW7E84,RESERVATÓRIO DO ARLA QUEBRADO,CHECKLIST,CORRETIVA,PENDENTE,,,
180,AGOSTO,2025-08-25,QGW7E84,TRAVA DA TAMPA,CHECKLIST,CORRETIVA,PENDENTE,,,
181,AGOSTO,2025-08-25,QGW7E84,RESTREADOR NÃO AVISA A PERCA DE FREXEIRA,CHECKLIST,CORRETIVA,PENDENTE,,,
182,AGOSTO,2025-08-25,GAP2B81,PINTURA DO CT COM FERRUGENS,CHECKLIST,CORRETIVA,PENDENTE,,,
183,AGOSTO,2025-08-25,GAP2B64,PNEU SECANDO LENTAMENTE,CHECKLIST,CORRETIVA,PENDENTE,,,
184,AGOSTO,2025-08-25,GAT3J67,REGULAGEM,CHECKLIST,CORRETIVA,PENDENTE,,,
185,AGOSTO,2025-08-25,GAT6I73,LUZ DA INJEÇÃO ACESA,CHECKLIST,CORRETIVA,CONCLUÍDO,,,
186,AGOSTO,2025-08-25,GAT5D82,AJEITAR AS TRAVAS DOS EXTINTORES,CHECKLIST,CORRETIVA,PENDENTE,,,
187,AGOSTO,2025-08-25,GAT5D82,PARALAMA QUEBRADO DA CARRETA GAT5D61 DO LADO DIREITO,CHECKLIST,CORRETIVA,PENDENTE,,,
188,AGOSTO,2025-08-25,QGQ9F26,PNEU DIANTEIRO COM DESGASTE,CHECKLIST,CORRETIVA,PENDENTE,,,
189,AGOSTO,2025-08-18,GAT6J84,TROCA EXTINTOR DE 8KG,CHECKLIST,CORRETIVA,CONCLUÍDO,,,
190,AGOSTO,2025-08-25,QGR9768,FAZER SUBSTITUIÇÃO DO SELO COMPRESSOR,CHECKLIST,CORRETIVA,PENDENTE,,,
191,AGOSTO,2025-08-25,GAT7G11,CÂMERA DE FADIGA E CÂMERA DE CABINE CONTINUAM LIGADAS.,CHECKLIST,CORRETIVA,PENDENTE,,,
192,AGOSTO,2025-08-26,RGF6G22,TROCAR PNEUS DE TRAÇÃO DO PRIMEIRO EIXO,CHECKLIST,CORRETIVA,PENDENTE,,,
193,AGOSTO,2025-08-26,QGQ9F36,INTERCLIMA,CHECKLIST,CORRETIVA,PENDENTE,0040005694,,
194,AGOSTO,2025-08-30,GAT9I43,CILINDRO DO CORRIMAO,CHECKLIST,CORRETIVA,PENDENTE,,,
195,AGOSTO,2025-08-30,GAT9I43,BORRACHA TAMPA BOTTOM,CHECKLIST,CORRETIVA,PENDENTE,,,
196,AGOSTO,2025-08-30,GAT9I43,CAMA CABINA DESCOSTURADA,CHECKLIST,CORRETIVA,PENDENTE,,,
197,AGOSTO,2025-08-30,GAT9I43,BORRACHA TAMPA BOTTOM,CHECKLIST,CORRETIVA,PENDENTE,,,
198,AGOSTO,2025-09-01,QGW7E84,CAIXA DE CALHA SUJA  DE ÓLEO,CHECKLIST,CORRETIVA,PENDENTE,,,
199,AGOSTO,2025-09-01,QGW7E94,VAZAMENTO DE LÍQUIDO DE ARRETECIMENTO,CHECKLIST,CORRETIVA,PENDENTE,,,
200,AGOSTO,2025-09-01,GAT2I32,VAZAMENTO NO SISTEMA DE AMORTECIMENTO,CHECKLIST,CORRETIVA,PENDENTE,,,
201,AGOSTO,2025-09-01,RGF6G22,VERIFICAR (ABS) DO CONJUNTO,CHECKLIST,CORRETIVA,PENDENTE,,,
202,AGOSTO,2025-09-01,GAT4I12,BATERIAS CAMÇADAS,CHECKLIST,CORRETIVA,PENDENTE,,,
203,AGOSTO,2025-08-11,GAT5D42,VAZAMENTO PELA BORRACHA DO BOTON ,CHECKLIST,CORRETIVA,CONCLUÍDO,,,
204,AGOSTO,2025-09-01,GAT5D14,BUZINA PAROU,CHECKLIST,PREVENTIVA,PENDENTE,,,
205,AGOSTO,2025-09-01,GAT5D14,REVISÃO INTERMEDIÁRIA,CHECKLIST,PREVENTIVA,PENDENTE,,,
206,AGOSTO,2025-09-01,QGV8J92,PARABRISAS COM PINGO DE TRINCA,CHECKLIST,CORRETIVA,PENDENTE,,,
207,AGOSTO,2025-09-01,QGV8J92,FALTA TORNEIRA DE DRENO P/FREIO,CHECKLIST,CORRETIVA,PENDENTE,,,
208,AGOSTO,2025-09-01,QGV8J92,PORTA MANGOTES COM RACHADURA,CHECKLIST,CORRETIVA,PENDENTE,,,
209,AGOSTO,2025-09-01,GAT9I62,PNEUS DA CARRETA COM SULCOS NO TWI EM ALGUNS PONTOS,CHECKLIST,CORRETIVA,PENDENTE,,,
210,AGOSTO,2025-09-01,GAT6J84,TROCAR PLACAS DE (NÃO FUME E PERIGO AFASTE),CHECKLIST,CORRETIVA,CONCLUÍDO,,,
211,SETEMBRO,2025-09-11,QGZ7E38,MANGOTE DE DESCARGA PADRÃO COM DESGASTE ,CHECKLIST,CORRETIVA,CONCLUÍDO,,,
212,SETEMBRO,2025-09-02,GAT6A83,LAVAR,CHECKLIST,CORRETIVA,PENDENTE,,,
213,SETEMBRO,2025-09-02,GAT6A83,VAZAMENTO DE AR NAS CARRETAS,CHECKLIST,CORRETIVA,CONCLUÍDO,0040005714,,2025-09-03
214,SETEMBRO,2025-09-02,GAT6A83,BALDE COM CABE TERRA ROMPIDO,CHECKLIST,CORRETIVA,EM ANDAMENTO,,,
215,SETEMBRO,2025-09-02,GAT6A83,VAZAMENTO NA BOCA BOTTON,CHECKLIST,CORRETIVA,CONCLUÍDO,0040005714,,2025-09-03
216,SETEMBRO,2025-09-02,GAT6A83,32 NAO POSSUI ABS,CHECKLIST,CORRETIVA,PENDENTE,,,
217,SETEMBRO,2025-09-02,GAT6A83,43 JANELAS COM INSULFILM,CHECKLIST,CORRETIVA,PENDENTE,,,
218,SETEMBRO,2025-09-02,GAT6A83,"DESALINHADO, DESGATE UNIFORME",CHECKLIST,CORRETIVA,PENDENTE,,,
219,SETEMBRO,2025-09-02,GAT6A83,64 ENFERRUJADO,CHECKLIST,CORRETIVA,PENDENTE,,,
220,SETEMBRO,2025-09-02,GAT6A83,LUBRIFICACAO,CHECKLIST,CORRETIVA,CONCLUÍDO,0040005713,,2025-09-03
221,SETEMBRO,2025-09-09,GAP2B64,8SEM COLETE,CHECKLIST,CORRETIVA,PENDENTE,,,
222,SETEMBRO,2025-09-10,GAP2B81,ADAPTADOR DO BOTOM COM DEFEITO,CHECKLIST,CORRETIVA,CONCLUÍDO,,CONSERTADO,
223,SETEMBRO,2025-09-10,GAP2B81,PLACA GAP7G26 PINTADA A MÃO,CHECKLIST,CORRETIVA,PENDENTE,,,
224,SETEMBRO,2025-09-10,GAT3J67,ENBICAMENTO DA QUINTA RODA DANIFICADO,CHECKLIST,CORRETIVA,PENDENTE,,,
225,SETEMBRO,2025-09-10,RGF6G22,VERIFICAR FREIO DO CAVALO,CHECKLIST,CORRETIVA,PENDENTE,,,
226,SETEMBRO,2025-09-15,GAP1D62,VERIFICAR FOLGA DA QUINTA RODA,CHECKLIST,CORRETIVA,PENDENTE,,,
227,SETEMBRO,2025-09-15,QGW7E94,QUINTA RODA DA 1° CARRETA QUEBRADA,CHECKLIST,CORRETIVA,PENDENTE,,,
228,SETEMBRO,2025-09-15,GAT4H53,GUARDA CORPO CARRETA FUU0705 QUEBRADO,CHECKLIST,CORRETIVA,PENDENTE,,,
229,SETEMBRO,2025-09-15,GAT4H53,LAVAR CT,CHECKLIST,CORRETIVA,PENDENTE,,,
230,SETEMBRO,2025-09-15,GAT5H91,VERIFICAR PNEUS DO CAVALO,CHECKLIST,CORRETIVA,PENDENTE,,,
231,SETEMBRO,2025-09-15,GAT5D14,LANTERNA APAGADO CAVALO,CHECKLIST,CORRETIVA,PENDENTE,,,
232,SETEMBRO,2025-09-15,GAT9I62,TAMPA DE VISITA COMP 01 VAZANDO,CHECKLIST,CORRETIVA,PENDENTE,,,
233,SETEMBRO,2025-09-15,QGZ7E38,VAZAMENTO DE AR NA CUICA DA CARRETA,CHECKLIST,CORRETIVA,PENDENTE,,,
234,SETEMBRO,2025-09-15,QGZ7E38,SISTEMA DE SENSORES COM PROBLEMA OBS DA CABINE AS INTERNAS,CHECKLIST,CORRETIVA,PENDENTE,,,
235,SETEMBRO,2025-09-15,QGZ7E38,CÂMERA EXTERNA LADO ESQUERDO APAGADA,CHECKLIST,CORRETIVA,PENDENTE,,,
236,SETEMBRO,2025-09-15,QGR9768,FAZER SUBSTITUIÇÃO DO REPARO DA QUINTA RODA,CHECKLIST,CORRETIVA,PENDENTE,,,
237,SETEMBRO,2025-09-15,GAP2B64,CUICA ENZOLADA A MANGUEIRA SOLTOU DO ULTIMO EIXO,CHECKLIST,CORRETIVA,PENDENTE,,,
238,SETEMBRO,2025-09-16,GAT3J67,CAVALO ESTÁ PRECISANDO DE PNEUS,CHECKLIST,CORRETIVA,PENDENTE,,,
239,SETEMBRO,2025-09-22,QGW7E94,AET PERNAMBUCO,CHECKLIST,CORRETIVA,PENDENTE,,,
240,SETEMBRO,2025-09-18,QGW7E84,VOLANTE PUXANDO PARA DIREITA E TREMENDO,CHECKLIST,CORRETIVA,PENDENTE,,,
241,SETEMBRO,2025-09-18,QGW7E84,VERIFICAR PNEUS,CHECKLIST,CORRETIVA,PENDENTE,,,
242,SETEMBRO,2025-09-18,QGW7E84,CONSERTAR O PROBLEMA DA BOMBA DA ARLA,CHECKLIST,CORRETIVA,PENDENTE,,,
243,SETEMBRO,2025-09-22,GAT4H53,3 PARALAMAS QUEBRADOS,CHECKLIST,CORRETIVA,PENDENTE,,,
244,SETEMBRO,2025-09-22,GAT4H53,CT APAGADO AS LANTERNAS,CHECKLIST,CORRETIVA,PENDENTE,,,
245,SETEMBRO,2025-09-22,GAT5H91,CAVALINHO SEM ESTEPE,CHECKLIST,CORRETIVA,PENDENTE,,,
246,SETEMBRO,2025-09-22,GAT5H91,CAVALINHO SEM ESTEPE,CHECKLIST,CORRETIVA,PENDENTE,,,
247,SETEMBRO,2025-09-22,GAT5D82,VEÍCULO COM PERCA DE POTÊNCIA NO MOTOR,CHECKLIST,CORRETIVA,PENDENTE,,,
248,SETEMBRO,2025-09-20,GAT5D42,ABS COM FALHA,CHECKLIST,CORRETIVA,PENDENTE,,,
249,SETEMBRO,2025-09-20,GAT5D42,BOCAS SEM IDENTIFICADOR DE PRODUTO,CHECKLIST,CORRETIVA,PENDENTE,,,
250,SETEMBRO,2025-09-20,GAT5D42,MANGUEIRA DE DRENO NÃO POSSUI TORNEIRA,CHECKLIST,CORRETIVA,PENDENTE,,,
251,SETEMBRO,2025-09-20,GAT5D42,LUBRIFICAR GERAL,CHECKLIST,CORRETIVA,PENDENTE,,,
252,SETEMBRO,2025-09-20,GAT5D42,CALIBRAGEM DOS PNEUS,CHECKLIST,CORRETIVA,PENDENTE,,,
253,SETEMBRO,2025-09-20,GAT5D42,REGULAR FREIOS,CHECKLIST,CORRETIVA,CONCLUÍDO,,FINALIZADO,
254,SETEMBRO,2025-09-22,GAT5C86,LUZ CORUJINHA DAS TRÊS MARIAS APAGADA,CHECKLIST,CORRETIVA,CONCLUÍDO,0040005818,TROCA,2025-09-23
255,SETEMBRO,2025-09-22,QGR9H78,TRAVAS LDE ESTÁ SALTANDO,CHECKLIST,CORRETIVA,PENDENTE,,,
256,SETEMBRO,2025-09-20,GAT5D14,MANGOTE SEM LACRES,CHECKLIST,CORRETIVA,PENDENTE,,,
257,SETEMBRO,2025-09-22,GAT7G11,LAVAR CT,CHECKLIST,CORRETIVA,PENDENTE,,,
258,SETEMBRO,2025-09-22,GAT7G11,CALIBRAR PNEUS,CHECKLIST,CORRETIVA,PENDENTE,,,
259,SETEMBRO,2025-09-20,QGW7E84,ALINHAR E BALANCEAR CAVALO,CHECKLIST,CORRETIVA,PENDENTE,,,
260,SETEMBRO,2025-09-23,GAP2B81,FAROL DE MILHA DO LADO ESQUERDO QUEIMADO,CHECKLIST,CORRETIVA,PENDENTE,,,
261,SETEMBRO,2025-09-24,GAT6I73,CARRO PERDENDO POTENCIA,CHECKLIST,CORRETIVA,PENDENTE,,,
262,SETEMBRO,2025-09-24,GAT6I73,CONSUMO DE COMBUSTÍVEL FORA DO NORMAL,CHECKLIST,CORRETIVA,PENDENTE,,,
263,SETEMBRO,2025-09-24,GAT2I32,PNEUS DIANTEIROS DESGATADOS,CHECKLIST,CORRETIVA,PENDENTE,,,
264,SETEMBRO,2025-09-24,GAT2I32,VAZAMENTO DE AR NAS CARRETAS,CHECKLIST,CORRETIVA,PENDENTE,,,
265,SETEMBRO,2025-09-24,GAT2I32,CALIBRAGEM DA CAIXA DE MARLHA,CHECKLIST,CORRETIVA,PENDENTE,,,
266,SETEMBRO,2025-09-24,GAT6A83,VERIFICAR PINO MEI E QUINTA RODA COM FOLGA,CHECKLIST,CORRETIVA,PENDENTE,,,
267,SETEMBRO,2025-09-25,GAP1D62,VERIFIAR ALINHAMENTO DO CONJUNTO,CHECKLIST,CORRETIVA,PENDENTE,,,
268,SETEMBRO,2025-09-25,QGR9H78,TROCAR EXTINTOR,CHECKLIST,CORRETIVA,PENDENTE,,,
